Código do Ente;Nome do Ente;Sigla UF;Valor do Nível Socioeconômico;Ponderador do NSE entre 0,95 e 1,05
2104552;Governador Edison Lobão;BA;42,971322;1,020010
2104602;Governador Eugênio Barros;BA;40,245873;1,027072
2104628;Governador Luiz Rocha;BA;40,911862;1,025346
2104651;Governador Newton Bello;BA;37,844182;1,033295
2104677;Governador Nunes Freire;BA;39,813605;1,028192
2104701;Graça Aranha;BA;42,561815;1,021071
2104800;Grajaú;BA;40,839683;1,025533
2104909;Guimarães;BA;39,150585;1,029910
2105005;Humberto de Campos;BA;34,702355;1,041435
2105104;Icatu;BA;34,913695;1,040888
2105153;Igarapé do Meio;BA;39,960661;1,027811
2105203;Igarapé Grande;BA;39,568328;1,028827
2105302;Imperatriz;BA;47,054637;1,009430
2105351;Itaipava do Grajaú;BA;39,883440;1,028011
2105401;Itapecuru Mirim;BA;38,879023;1,030613
2105427;Itinga do Maranhão;BA;44,202105;1,016821
2105450;Jatobá;BA;40,361327;1,026773
2105476;Jenipapo dos Vieiras;BA;39,800842;1,028225
2105500;João Lisboa;BA;42,394395;1,021505
2105609;Joselândia;BA;39,635644;1,028653
2105658;Junco do Maranhão;BA;39,301822;1,029518
2105708;Lago da Pedra;BA;40,974373;1,025184
2105807;Lago do Junco;BA;37,566602;1,034014
2105906;Lago Verde;BA;38,156992;1,032484
2105922;Lagoa do Mato;BA;38,975102;1,030364
2105948;Lago dos Rodrigues;BA;38,965759;1,030389
2105963;Lagoa Grande do Maranhão;BA;40,514593;1,026375
2105989;Lajeado Novo;BA;40,572853;1,026224
2106003;Lima Campos;BA;40,155864;1,027305
2106102;Loreto;BA;40,038909;1,027608
2106201;Luís Domingues;BA;38,833490;1,030731
2106300;Magalhães de Almeida;BA;35,825478;1,038525
2106326;Maracaçumé;BA;39,647315;1,028623
2106359;Marajá do Sena;BA;38,077924;1,032689
2106375;Maranhãozinho;BA;38,207778;1,032353
2106409;Mata Roma;BA;36,339388;1,037194
2106508;Matinha;BA;37,748361;1,033543
2106607;Matões;BA;37,554141;1,034046
2106631;Matões do Norte;BA;36,413727;1,037001
2106672;Milagres do Maranhão;BA;34,989071;1,040692
2106706;Mirador;BA;37,256642;1,034817
2106755;Miranda do Norte;BA;42,210815;1,021981
2106805;Mirinzal;BA;39,951448;1,027835
2106904;Monção;BA;37,064991;1,035314
2107001;Montes Altos;BA;39,168254;1,029864
2107100;Morros;BA;34,731649;1,041359
2107209;Nina Rodrigues;BA;35,490126;1,039394
2107258;Nova Colinas;BA;41,831870;1,022962
2107308;Nova Iorque;BA;40,218543;1,027143
2107357;Nova Olinda do Maranhão;BA;39,795555;1,028239
2107407;Olho d'Água das Cunhãs;BA;40,844607;1,025520
2107456;Olinda Nova do Maranhão;BA;38,664725;1,031169
2107506;Paço do Lumiar;BA;43,450701;1,018768
2107605;Palmeirândia;BA;36,631990;1,036435
2107704;Paraibano;BA;42,913265;1,020160
2107803;Parnarama;BA;37,964245;1,032984
2107902;Passagem Franca;BA;37,961568;1,032990
2108009;Pastos Bons;BA;40,916568;1,025334
2108058;Paulino Neves;BA;33,975282;1,043319
2108108;Paulo Ramos;BA;38,670736;1,031153
2108207;Pedreiras;BA;43,065576;1,019766
2108256;Pedro do Rosário;BA;35,478218;1,039425
2108306;Penalva;BA;38,263735;1,032207
2108405;Peri Mirim;BA;37,108146;1,035202
2108454;Peritoró;BA;37,710924;1,033640
2108504;Pindaré-Mirim;BA;40,475078;1,026478
2108603;Pinheiro;BA;39,814338;1,028190
2108702;Pio XII;BA;39,782305;1,028273
2108801;Pirapemas;BA;37,557369;1,034038
2108900;Poção de Pedras;BA;41,245356;1,024482
2109007;Porto Franco;CE;45,101031;1,014492
2109056;Porto Rico do Maranhão;CE;38,862105;1,030657
2109106;Presidente Dutra;CE;43,113535;1,019642
2109205;Presidente Juscelino;CE;36,163612;1,037649
2109239;Presidente Médici;CE;39,230312;1,029703
2109270;Presidente Sarney;CE;36,653548;1,036380
2109304;Presidente Vargas;CE;35,934847;1,038242
2109403;Primeira Cruz;CE;34,485748;1,041996
2109452;Raposa;CE;41,411355;1,024052
2109502;Riachão;CE;41,654744;1,023421
2109551;Ribamar Fiquene;CE;43,019075;1,019886
2109601;Rosário;CE;39,493837;1,029020
2109700;Sambaíba;CE;38,938254;1,030460
2109759;Santa Filomena do Maranhão;CE;37,972836;1,032961
2109809;Santa Helena;CE;38,541962;1,031487
2109908;Santa Inês;CE;43,497020;1,018648
2110005;Santa Luzia;CE;40,173104;1,027260
2110039;Santa Luzia do Paruá;CE;40,052700;1,027572
2110104;Santa Quitéria do Maranhão;CE;34,475037;1,042024
2110203;Santa Rita;CE;39,883549;1,028010
2110237;Santana do Maranhão;CE;34,308304;1,042456
2110278;Santo Amaro do Maranhão;CE;35,771962;1,038664
2110302;Santo Antônio dos Lopes;CE;40,542966;1,026302
2110401;São Benedito do Rio Preto;CE;34,173994;1,042804
2110500;São Bento;CE;38,515842;1,031554
2110609;São Bernardo;CE;35,810515;1,038564
2110658;São Domingos do Azeitão;CE;40,750331;1,025765
2110708;São Domingos do Maranhão;CE;40,762198;1,025734
2110807;São Félix de Balsas;CE;39,459917;1,029108
2110856;São Francisco do Brejão;CE;43,699848;1,018122
2110906;São Francisco do Maranhão;CE;34,873385;1,040992
2111003;São João Batista;CE;36,063573;1,037908
2111029;São João do Carú;CE;37,419061;1,034396
2111052;São João do Paraíso;CE;42,452311;1,021355
2111078;São João do Soter;CE;38,082379;1,032677
2111102;São João dos Patos;CE;42,418634;1,021442
2111201;São José de Ribamar;CE;43,187896;1,019449
2111250;São José dos Basílios;CE;41,118083;1,024812
2111300;São Luís;CE;44,213246;1,016792
2111409;São Luís Gonzaga do Maranhão;CE;35,590803;1,039133
2111508;São Mateus do Maranhão;CE;41,673613;1,023372
2111532;São Pedro da Água Branca;CE;42,071853;1,022341
2111573;São Pedro dos Crentes;CE;43,357626;1,019009
2111607;São Raimundo das Mangabeiras;CE;41,632436;1,023479
2111631;São Raimundo do Doca Bezerra;CE;39,168372;1,029864
2111672;São Roberto;CE;38,634643;1,031247
2111706;São Vicente Ferrer;CE;37,454141;1,034305
2111722;Satubinha;CE;37,734777;1,033578
2111748;Senador Alexandre Costa;CE;39,943664;1,027855
2111763;Senador La Rocque;CE;41,695382;1,023316
2111789;Serrano do Maranhão;CE;34,865713;1,041012
2111805;Sítio Novo;CE;38,613638;1,031301
2111904;Sucupira do Norte;CE;40,812847;1,025603
2111953;Sucupira do Riachão;CE;37,704699;1,033656
2112001;Tasso Fragoso;CE;42,279418;1,021803
2112100;Timbiras;CE;36,709497;1,036235
2112209;Timon;CE;42,410963;1,021462
2112233;Trizidela do Vale;CE;43,944473;1,017488
2112274;Tufilândia;CE;38,571925;1,031409
2112308;Tuntum;CE;40,496705;1,026422
2112407;Turiaçu;CE;36,421157;1,036982
2112456;Turilândia;CE;37,584857;1,033967
2112506;Tutóia;CE;37,856874;1,033262
2112605;Urbano Santos;CE;35,564353;1,039202
2112704;Vargem Grande;CE;36,098117;1,037819
2112803;Viana;CE;39,138400;1,029941
2112852;Vila Nova dos Martírios;CE;42,985880;1,019972
2112902;Vitória do Mearim;CE;40,685831;1,025932
2113009;Vitorino Freire;CE;41,327060;1,024270
2114007;Zé Doca;CE;39,216871;1,029738
2200053;Acauã;CE;39,889698;1,027995
2200103;Agricolândia;CE;43,257723;1,019268
2200202;Água Branca;CE;43,175929;1,019480
2200251;Alagoinha do Piauí;CE;39,313110;1,029489
2200277;Alegrete do Piauí;CE;42,370986;1,021565
2200301;Alto Longá;CE;39,058868;1,030147
2200400;Altos;CE;41,783746;1,023087
2200459;Alvorada do Gurguéia;CE;43,191448;1,019440
2200509;Amarante;CE;40,313302;1,026897
2200608;Angical do Piauí;CE;42,031162;1,022446
2200707;Anísio de Abreu;CE;40,940232;1,025273
2200806;Antônio Almeida;CE;43,528042;1,018567
2200905;Aroazes;CE;40,363073;1,026768
2200954;Aroeiras do Itaim;CE;38,399989;1,031855
2201002;Arraial;CE;41,465614;1,023911
2201051;Assunção do Piauí;CE;40,962378;1,025215
2201101;Avelino Lopes;CE;40,700411;1,025894
2201150;Baixa Grande do Ribeiro;CE;42,663151;1,020808
2201176;Barra D'Alcântara;CE;43,171617;1,019491
2201200;Barras;CE;36,677127;1,036319
2201309;Barreiras do Piauí;CE;40,403260;1,026664
2201408;Barro Duro;CE;41,675269;1,023368
2201507;Batalha;CE;37,098966;1,035226
2201556;Bela Vista do Piauí;CE;39,798557;1,028231
2201572;Belém do Piauí;CE;39,697997;1,028491
2201606;Beneditinos;CE;38,176415;1,032434
2201705;Bertolínia;CE;42,683450;1,020756
2201739;Betânia do Piauí;CE;37,831039;1,033329
2201770;Boa Hora;CE;36,261351;1,037396
2201804;Bocaina;CE;42,708159;1,020692
2201903;Bom Jesus;CE;43,982304;1,017390
2201919;Bom Princípio do Piauí;CE;35,997985;1,038078
2201929;Bonfim do Piauí;CE;40,332233;1,026848
2201945;Boqueirão do Piauí;CE;40,476098;1,026475
2201960;Brasileira;CE;41,711050;1,023275
2201988;Brejo do Piauí;CE;40,256530;1,027044
2202000;Buriti dos Lopes;CE;38,485217;1,031634
2202026;Buriti dos Montes;CE;39,732911;1,028401
2202059;Cabeceiras do Piauí;CE;38,390080;1,031880
2202075;Cajazeiras do Piauí;CE;39,058199;1,030149
2202083;Cajueiro da Praia;CE;39,562565;1,028842
2202091;Caldeirão Grande do Piauí;CE;39,496055;1,029015
2202109;Campinas do Piauí;CE;41,173389;1,024668
2202117;Campo Alegre do Fidalgo;CE;41,342566;1,024230
2202133;Campo Grande do Piauí;CE;40,929963;1,025299
2202174;Campo Largo do Piauí;CE;35,989697;1,038100
2202208;Campo Maior;CE;41,798839;1,023048
2202251;Canavieira;CE;42,456609;1,021344
2202307;Canto do Buriti;CE;41,515490;1,023782
2202406;Capitão de Campos;CE;37,620576;1,033874
2202455;Capitão Gervásio Oliveira;CE;39,398257;1,029268
2202505;Caracol;CE;38,176083;1,032435
2202539;Caraúbas do Piauí;CE;35,549914;1,039239
2202554;Caridade do Piauí;CE;40,911631;1,025347
2202604;Castelo do Piauí;CE;40,791029;1,025659
2202653;Caxingó;CE;34,179242;1,042791
2202703;Cocal;CE;36,326292;1,037228
2202711;Cocal de Telha;CE;39,552377;1,028869
2202729;Cocal dos Alves;CE;38,032826;1,032806
2202737;Coivaras;CE;38,998897;1,030303
2202752;Colônia do Gurguéia;CE;45,142640;1,014384
2202778;Colônia do Piauí;CE;41,361354;1,024181
2202802;Conceição do Canindé;CE;41,252798;1,024463
2202851;Coronel José Dias;CE;38,413454;1,031820
2202901;Corrente;CE;41,430057;1,024004
2203008;Cristalândia do Piauí;CE;41,098885;1,024862
2203107;Cristino Castro;CE;42,465000;1,021322
2203206;Curimatá;CE;40,834198;1,025547
2203230;Currais;CE;41,224169;1,024537
2203255;Curralinhos;CE;39,112466;1,030008
2203271;Curral Novo do Piauí;CE;37,931772;1,033068
2203305;Demerval Lobão;CE;42,313393;1,021715
2203354;Dirceu Arcoverde;CE;39,407009;1,029245
2203404;Dom Expedito Lopes;CE;42,933738;1,020107
2203420;Domingos Mourão;CE;40,103208;1,027441
2203453;Dom Inocêncio;CE;41,545093;1,023705
2203503;Elesbão Veloso;CE;39,949285;1,027840
2203602;Eliseu Martins;CE;42,489453;1,021258
2203701;Esperantina;CE;39,011526;1,030270
2203750;Fartura do Piauí;CE;38,342357;1,032004
2203800;Flores do Piauí;CE;41,306565;1,024323
2203859;Floresta do Piauí;CE;42,475379;1,021295
2203909;Floriano;CE;42,548022;1,021107
2204006;Francinópolis;CE;41,588766;1,023592
2204105;Francisco Ayres;CE;41,618101;1,023516
2204154;Francisco Macedo;CE;41,399222;1,024083
2204204;Francisco Santos;CE;40,447744;1,026549
2204303;Fronteiras;CE;39,742629;1,028376
2204352;Geminiano;CE;40,745054;1,025778
2204402;Gilbués;CE;40,627621;1,026083
2204501;Guadalupe;CE;44,020740;1,017291
2204550;Guaribas;CE;40,135928;1,027357
2204600;Hugo Napoleão;CE;41,860083;1,022889
2204659;Ilha Grande;CE;38,361193;1,031955
2204709;Inhuma;CE;41,672973;1,023374
2204808;Ipiranga do Piauí;CE;41,904219;1,022775
2204907;Isaías Coelho;CE;39,377024;1,029323
2205003;Itainópolis;CE;40,699349;1,025897
2205102;Itaueira;CE;39,130863;1,029961
2205151;Jacobina do Piauí;CE;40,423838;1,026611
2205201;Jaicós;CE;41,573845;1,023631
2205250;Jardim do Mulato;CE;42,513935;1,021195
2205276;Jatobá do Piauí;CE;38,785538;1,030856
2205300;Jerumenha;CE;41,622975;1,023504
2205359;João Costa;CE;40,780349;1,025687
2205409;Joaquim Pires;CE;34,890355;1,040948
2205458;Joca Marques;CE;37,413714;1,034410
2205508;José de Freitas;CE;39,856611;1,028080
2205516;Juazeiro do Piauí;CE;37,680189;1,033720
2205524;Júlio Borges;CE;41,272257;1,024412
2205532;Jurema;CE;37,659730;1,033773
2205540;Lagoinha do Piauí;CE;43,107420;1,019657
2205557;Lagoa Alegre;CE;35,516566;1,039326
2205565;Lagoa do Barro do Piauí;CE;41,926974;1,022716
2205573;Lagoa de São Francisco;CE;39,856881;1,028080
2205581;Lagoa do Piauí;DF;41,439001;1,023980
2205599;Lagoa do Sítio;ES;41,718067;1,023257
2205607;Landri Sales;ES;43,073557;1,019745
2205706;Luís Correia;ES;38,305042;1,032101
2205805;Luzilândia;ES;38,348978;1,031987
2205854;Madeiro;ES;37,214634;1,034926
2205904;Manoel Emídio;ES;44,466663;1,016135
2205953;Marcolândia;ES;41,187788;1,024631
2206001;Marcos Parente;ES;42,744855;1,020597
2206050;Massapê do Piauí;ES;36,982118;1,035528
2206100;Matias Olímpio;ES;38,953163;1,030421
2206209;Miguel Alves;ES;36,211357;1,037525
2206308;Miguel Leão;ES;42,280045;1,021801
2206357;Milton Brandão;ES;35,943026;1,038221
2206407;Monsenhor Gil;ES;41,896614;1,022795
2206506;Monsenhor Hipólito;ES;42,798526;1,020458
2206605;Monte Alegre do Piauí;ES;40,698102;1,025900
2206654;Morro Cabeça no Tempo;ES;40,552523;1,026277
2206670;Morro do Chapéu do Piauí;ES;35,295650;1,039898
2206696;Murici dos Portelas;ES;36,584631;1,036558
2206704;Nazaré do Piauí;ES;40,819292;1,025586
2206720;Nazária;ES;38,585603;1,031374
2206753;Nossa Senhora de Nazaré;ES;39,579182;1,028799
2206803;Nossa Senhora dos Remédios;ES;32,402512;1,047394
2206902;Novo Oriente do Piauí;ES;41,801790;1,023040
2206951;Novo Santo Antônio;ES;38,687859;1,031109
2207009;Oeiras;ES;41,610498;1,023536
2207108;Olho D'Água do Piauí;ES;41,034563;1,025028
2207207;Padre Marcos;ES;39,536348;1,028910
2207306;Paes Landim;ES;42,843249;1,020342
2207355;Pajeú do Piauí;ES;42,642620;1,020862
2207405;Palmeira do Piauí;ES;42,329426;1,021673
2207504;Palmeirais;ES;38,419733;1,031803
2207553;Paquetá;ES;40,590325;1,026179
2207603;Parnaguá;ES;40,300426;1,026930
2207702;Parnaíba;ES;42,906620;1,020178
2207751;Passagem Franca do Piauí;ES;41,274291;1,024407
2207777;Patos do Piauí;ES;37,978258;1,032947
2207793;Pau D'Arco do Piauí;ES;35,317703;1,039841
2207801;Paulistana;ES;40,184332;1,027231
2207850;Pavussu;ES;39,837221;1,028131
2207900;Pedro II;ES;40,359005;1,026779
2207934;Pedro Laurentino;ES;40,988542;1,025147
2207959;Nova Santa Rita;ES;40,066365;1,027537
2208007;Picos;ES;43,881321;1,017652
2208106;Pimenteiras;ES;41,457354;1,023933
2208205;Pio IX;ES;38,759441;1,030923
2208304;Piracuruca;ES;38,248690;1,032246
2208403;Piripiri;ES;42,682601;1,020758
2208502;Porto;ES;36,535756;1,036685
2208551;Porto Alegre do Piauí;ES;42,247613;1,021885
2208601;Prata do Piauí;ES;39,482794;1,029049
2208650;Queimada Nova;ES;40,865788;1,025465
2208700;Redenção do Gurguéia;ES;40,708363;1,025873
2208809;Regeneração;ES;40,211764;1,027160
2208858;Riacho Frio;ES;40,687004;1,025929
2208874;Ribeira do Piauí;ES;40,943809;1,025263
2208908;Ribeiro Gonçalves;ES;42,825006;1,020389
2209005;Rio Grande do Piauí;ES;39,385472;1,029301
2209104;Santa Cruz do Piauí;ES;39,700025;1,028486
2209153;Santa Cruz dos Milagres;ES;41,086362;1,024894
2209203;Santa Filomena;ES;40,898933;1,025380
2209302;Santa Luz;ES;41,955425;1,022642
2209351;Santana do Piauí;ES;41,310879;1,024312
2209377;Santa Rosa do Piauí;ES;41,010445;1,025091
2209401;Santo Antônio de Lisboa;ES;40,902069;1,025372
2209450;Santo Antônio dos Milagres;ES;39,055292;1,030157
2209500;Santo Inácio do Piauí;ES;42,863261;1,020290
2209559;São Braz do Piauí;ES;42,202593;1,022002
2209609;São Félix do Piauí;ES;43,536566;1,018545
2209658;São Francisco de Assis do Piauí;ES;39,592360;1,028765
2209708;São Francisco do Piauí;ES;41,027152;1,025047
2209757;São Gonçalo do Gurguéia;ES;41,292183;1,024361
2209807;São Gonçalo do Piauí;ES;42,105307;1,022254
2209856;São João da Canabrava;ES;42,682629;1,020758
2209872;São João da Fronteira;ES;38,381990;1,031901
2209906;São João da Serra;ES;38,517272;1,031551
2209955;São João da Varjota;ES;40,487612;1,026445
2209971;São João do Arraial;ES;37,588161;1,033958
2210003;São João do Piauí;ES;42,223290;1,021948
2210052;São José do Divino;GO;37,608809;1,033905
2210102;São José do Peixe;GO;42,770553;1,020530
2210201;São José do Piauí;GO;41,461332;1,023922
2210300;São Julião;GO;41,658365;1,023412
2210359;São Lourenço do Piauí;GO;40,701549;1,025891
2210375;São Luis do Piauí;GO;40,391253;1,026695
2210383;São Miguel da Baixa Grande;GO;41,000743;1,025116
2210391;São Miguel do Fidalgo;GO;39,891791;1,027989
2210409;São Miguel do Tapuio;GO;37,765503;1,033499
2210508;São Pedro do Piauí;GO;40,354008;1,026792
2210607;São Raimundo Nonato;GO;40,788592;1,025666
2210623;Sebastião Barros;GO;38,809000;1,030795
2210631;Sebastião Leal;GO;42,965981;1,020024
2210656;Sigefredo Pacheco;GO;40,160322;1,027293
2210706;Simões;GO;39,925468;1,027902
2210805;Simplício Mendes;GO;42,780842;1,020504
2210904;Socorro do Piauí;GO;41,027936;1,025045
2210938;Sussuapara;GO;41,360791;1,024183
2210953;Tamboril do Piauí;GO;38,650246;1,031206
2210979;Tanque do Piauí;GO;42,996056;1,019946
2211001;Teresina;GO;44,822833;1,015213
2211100;União;GO;37,572909;1,033998
2211209;Uruçuí;GO;43,532791;1,018555
2211308;Valença do Piauí;GO;45,745098;1,012823
2211357;Várzea Branca;GO;37,630183;1,033849
2211407;Várzea Grande;GO;44,522132;1,015992
2211506;Vera Mendes;GO;38,252374;1,032237
2211605;Vila Nova do Piauí;GO;42,902011;1,020190
2211704;Wall Ferraz;GO;39,657336;1,028597
2300101;Abaiara;GO;40,045169;1,027592
2300150;Acarape;GO;41,448814;1,023955
2300200;Acaraú;GO;37,772684;1,033480
2300309;Acopiara;GO;39,781404;1,028275
2300408;Aiuaba;GO;39,904812;1,027955
2300507;Alcântaras;GO;40,496191;1,026423
2300606;Altaneira;GO;42,308447;1,021727
2300705;Alto Santo;GO;43,422818;1,018840
2300754;Amontada;GO;35,043170;1,040552
2300804;Antonina do Norte;GO;40,969680;1,025196
2300903;Apuiarés;GO;38,473579;1,031664
2301000;Aquiraz;GO;43,802227;1,017857
2301109;Aracati;GO;42,567212;1,021057
2301208;Aracoiaba;GO;39,337881;1,029424
2301257;Ararendá;GO;39,473404;1,029073
2301307;Araripe;GO;40,473003;1,026483
2301406;Aratuba;GO;39,790888;1,028251
2301505;Arneiroz;GO;40,149316;1,027322
2301604;Assaré;GO;39,920735;1,027914
2301703;Aurora;GO;39,719532;1,028435
2301802;Baixio;GO;41,539174;1,023721
2301851;Banabuiú;GO;41,487990;1,023853
2301901;Barbalha;GO;43,265129;1,019249
2301950;Barreira;GO;42,919675;1,020144
2302008;Barro;GO;41,857878;1,022895
2302057;Barroquinha;GO;37,131327;1,035142
2302107;Baturité;GO;39,775430;1,028291
2302206;Beberibe;GO;41,184423;1,024640
2302305;Bela Cruz;GO;37,210210;1,034937
2302404;Boa Viagem;GO;40,290419;1,026956
2302503;Brejo Santo;GO;40,574957;1,026219
2302602;Camocim;GO;38,579613;1,031389
2302701;Campos Sales;GO;40,754611;1,025754
2302800;Canindé;GO;39,982632;1,027754
2302909;Capistrano;GO;38,241406;1,032265
2303006;Caridade;GO;39,002923;1,030292
2303105;Cariré;GO;36,683403;1,036302
2303204;Caririaçu;GO;39,706271;1,028470
2303303;Cariús;GO;39,841607;1,028119
2303402;Carnaubal;GO;42,527223;1,021161
2303501;Cascavel;GO;41,494610;1,023836
2303600;Catarina;GO;39,968576;1,027790
2303659;Catunda;GO;38,758800;1,030925
2303709;Caucaia;GO;42,733169;1,020627
2303808;Cedro;GO;40,259872;1,027035
2303907;Chaval;GO;37,258598;1,034812
2303931;Choró;GO;38,371370;1,031929
2303956;Chorozinho;GO;41,871579;1,022859
2304004;Coreaú;GO;36,063453;1,037909
2304103;Crateús;GO;41,045228;1,025001
2304202;Crato;GO;42,328838;1,021675
2304236;Croatá;GO;40,459342;1,026519
2304251;Cruz;GO;42,422992;1,021431
2304269;Deputado Irapuan Pinheiro;GO;41,219362;1,024549
2304277;Ereré;GO;42,008295;1,022505
2304285;Eusébio;GO;47,132321;1,009229
2304301;Farias Brito;GO;39,920389;1,027915
2304350;Forquilha;GO;37,806352;1,033393
2304400;Fortaleza;GO;44,551895;1,015915
2304459;Fortim;GO;43,992035;1,017365
2304509;Frecheirinha;GO;39,398757;1,029267
2304608;General Sampaio;GO;37,109087;1,035199
2304657;Graça;GO;40,344084;1,026817
2304707;Granja;GO;33,238712;1,045228
2304806;Granjeiro;GO;41,451071;1,023949
2304905;Groaíras;GO;41,660479;1,023406
2304954;Guaiúba;GO;39,220346;1,029729
2305001;Guaraciaba do Norte;GO;40,753009;1,025758
2305100;Guaramiranga;GO;39,476650;1,029065
2305209;Hidrolândia;GO;39,143547;1,029928
2305233;Horizonte;GO;43,648406;1,018256
2305266;Ibaretama;GO;38,228236;1,032300
2305308;Ibiapina;GO;40,729165;1,025820
2305332;Ibicuitinga;GO;40,389748;1,026699
2305357;Icapuí;GO;44,526016;1,015982
2305407;Icó;GO;39,462244;1,029102
2305506;Iguatu;GO;43,845958;1,017744
